Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
GRND,"Grindr Inc",15.64,-0.06,-0.38%,15.66,15.72,15.46,1348200,2025-08-29
GRNT,"Granite Ridge Resources Inc",5.56,0.0099999999999998,+0.18%,5.53,5.605,5.51,482200,2025-08-29
GRPN,"Groupon Cl A",26.1,-0.29,-1.10%,26.4,26.55,25.99,1118000,2025-08-29
GSAT,Globalstar,29.93,1.19,+4.14%,28.7,30.1,28.15,942100,2025-08-29
GSBC,"Great Southern Bncp",63.29,-0.19,-0.30%,63.74,63.78,63.29,21900,2025-08-29
GSHD,"Goosehead Insurance Inc Cl A",84.71,-1.73,-2.00%,87.19,87.24,84.47,246100,2025-08-29
GSM,"Ferroglobe Plc Os",4.18,0.05,+1.21%,4.17,4.28,4.14,895000,2025-08-29
GT,"Goodyear Tire Rubber",8.48,-0.04,-0.47%,8.5,8.56,8.42,5309600,2025-08-29
GTLS,"Chart Industries IN",199.36,0.78,+0.39%,198.44,199.3847,198.38,1680700,2025-08-29
GTN,"Gray Media Inc",6.13,0.04,+0.66%,6.06,6.17,6.0032,873800,2025-08-29
GTX,"Garrett Motion Inc",12.99,-0.06,-0.46%,13.07,13.14,12.75,2038600,2025-08-29
GTY,"Getty Realty Corp",28.59,0.17,+0.60%,28.51,28.62,28.48,274200,2025-08-29
GVA,"Granite Construction Incorporated",107.75,-2.17,-1.97%,109.55,109.55,107.25,497900,2025-08-29
GWRS,"Global Water Reso",9.66,-0.05,-0.51%,9.78,9.83,9.65,25300,2025-08-29
GYRE,"Gyre Therapeutics Inc",7.74,-0.54,-6.52%,8.38,8.4,7.71,76300,2025-08-29
HAE,"Haemonetics Corp",54.54,0.2,+0.37%,54.29,55.1202,54.02,826500,2025-08-29
HAFC,"Hanmi Financial Corp",25.16,-0.12,-0.47%,25.4,25.51,25.11,363100,2025-08-29
HAIN,"Hain Celestial Group",1.8,0.02,+1.12%,1.77,1.8399,1.77,848700,2025-08-29
HASI,"Ha Sustainable Infrastructure Capital Inc",28.24,0.29,+1.04%,28.05,28.24,27.81,873500,2025-08-29
HBB,"Hamilton Beach Brands Holding Cl A",14.74,0.17,+1.17%,14.57,14.9,14.47,18400,2025-08-29
HBCP,"Home Bancorp Inc",56.26,-0.44,-0.77%,56.7,56.89,56.2,25600,2025-08-29
HBI,"Hanesbrands Inc",6.31,-0.02,-0.32%,6.31,6.341,6.28,4226700,2025-08-29
HBNC,"Horizon Bancorp",16.86,-0.02,-0.12%,16.85,16.92,16.72,363000,2025-08-29
HBT,"Hbt Financial Inc",26.49,-0.1,-0.38%,26.76,27.02,26.41,19600,2025-08-29
HCAT,"Health Catalyst Inc",3.39,-0.26,-7.12%,3.64,3.66,3.29,985700,2025-08-29
HCC,"Warrior Met Coal Inc",61.14,2.29,+3.89%,58.85,61.35,58.85,617300,2025-08-29
HCI,"HCI Group",166.71,2.21,+1.34%,164.82,166.99,162.12,123300,2025-08-29
HCKT,"Hackett Grp Inc",20.82,0.17,+0.82%,20.67,20.9,20.49,206300,2025-08-29
HCSG,"Healthcare Svcs Gp",15.61,-0.06,-0.38%,15.7,15.84,15.54,455300,2025-08-29
HDSN,"Hudson Tech Inc",10.16,-0.12,-1.17%,10.26,10.27,10,314400,2025-08-29
HE,"Hawaiian Electric Industries",12.96,0.07,+0.54%,12.94,13.41,12.865,4753100,2025-08-29
HELE,"Helen of Troy Ltd",24.55,0.24,+0.99%,24.36,24.81,24.13,381900,2025-08-29
HFFG,"HF Foods Group Inc",3.28,-0.11,-3.24%,3.4,3.4,3.26,39500,2025-08-29
HFWA,"Heritage Financial",24.44,-0.09,-0.37%,24.62,24.75,24.38,122800,2025-08-29
HG,"Hamilton Insurance Group Ltd Cl B",23.84,-0.12,-0.50%,23.94,24.15,23.71,412600,2025-08-29
HGV,"Hilton Grand Vacations Inc",47.52,-0.22,-0.46%,47.83,47.875,47.06,979900,2025-08-29
HI,"Hillenbrand Inc",25.39,-0.49,-1.89%,25.97,26.13,25.15,348500,2025-08-29
HIFS,"Hingham Inst For Svg",284.14,-4.21,-1.46%,288.3,290.58,282.82,38300,2025-08-29
HIMS,"Hims & Hers Health Inc",42.35,-1.77,-4.01%,44.2,44.49,42.21,16151100,2025-08-29
HIPO,"Hippo Holdings Inc",33.81,0.43,+1.29%,33.47,33.93,33,144200,2025-08-29
HL,"Hecla Mining Company",8.51,0.44,+5.45%,8.08,8.54,8.075,20319300,2025-08-29
HLF,"Herbalife Ltd",9.78,0.61,+6.65%,9.29,10.0757,9.21,3073400,2025-08-29
HLIO,"Helios Technologies Inc",54.24,-0.67,-1.22%,54.9,55.39,53.855,217900,2025-08-29
HLIT,"Harmonic Inc",9.62,-0.1,-1.03%,9.71,9.81,9.52,668000,2025-08-29
HLLY,"Holley Inc",4.07,0.04,+0.99%,4.05,4.095,4.005,441100,2025-08-29
HLMN,"Hillman Solutions Corp",9.88,-0.09,-0.90%,10.08,10.08,9.88,787200,2025-08-29
HLX,"Helix Energy Solutions Group",6.59,0.0099999999999998,+0.15%,6.58,6.655,6.55,981600,2025-08-29
HMN,"Horace Mann Educators Corp",45.98,0.2,+0.44%,45.97,46.15,45.39,220800,2025-08-29
HMST,"Homestreet Inc",13.87,0.25,+1.84%,13.53,13.95,13.41,292800,2025-08-29
HNI,"Hon Industries Inc",44.94,-0.08,-0.18%,45.14,45.41,44.7,424800,2025-08-29
HNRG,"Hallador Energy Company",16.31,-0.07,-0.43%,16.49,16.74,16.25,489200,2025-08-29
HNST,"The Honest Company",3.96,0,0.00%,4,4.05,3.93,1819300,2025-08-29
HNVR,"Hanover Bancorp Inc",22.55,0.02,+0.09%,22.45,22.94,22.35,26200,2025-08-29
HOMB,"Home Bancshares Inc",29.76,-0.01,-0.03%,29.79,29.97,29.62,880700,2025-08-29
HONE,"Harborone Bancorp Inc",12.86,0.07,+0.55%,12.8,12.95,12.75,215800,2025-08-29
HOPE,"Hope Bancorp Inc",11.13,-0.06,-0.54%,11.19,11.29,11.12,504100,2025-08-29
HOUS,"Anywhere Real Estate Inc",6.11,-0.12,-1.93%,6.29,6.335,6.05,892000,2025-08-29
HOV,"Hovnanian Enterprises Inc",140.36,1.09,+0.78%,138.6,140.36,136.6756,76200,2025-08-29
HP,"Helmerich & Payne",20.89,0.67,+3.31%,20.44,21.08,20.2501,2134000,2025-08-29
HPK,"Highpeak Energy Inc",7.7,-0.06,-0.77%,7.74,7.89,7.58,366800,2025-08-29
HPP,"Hudson Pacific Properties",2.81,-0.01,-0.35%,2.83,2.835,2.75,3838500,2025-08-29
HQI,"Hirequest Inc",9.76,0.19,+1.99%,9.79,9.79,9.64,3400,2025-08-29
HQY,Healthequity,89.33,1.04,+1.18%,88.24,89.5,87.93,1520000,2025-08-29
HRI,"Herc Holdings Inc",130.79,-1.9,-1.43%,132.2,132.935,130.19,280900,2025-08-29
HRMY,"Harmony Biosciences Holdings Inc",36.89,-1.08,-2.84%,38,38.1,36.5,474500,2025-08-29
HROW,"Harrow Inc",39,0.01,+0.03%,39.44,39.7,38.33,349300,2025-08-29
HRTG,"Heritage Insurance Holdings",22.77,0.3,+1.34%,22.55,22.78,22.28,480600,2025-08-29
HRTX,"Heron Therapeutics",1.35,-0.04,-2.88%,1.4,1.42,1.34,1144500,2025-08-29
HSHP,"Himalaya Shipping Ltd",7.57,-0.07,-0.92%,7.63,7.64,7.55,90500,2025-08-29
HSII,"Heidrick & Struggl",50.81,0.16,+0.32%,50.8,51.13,50.29,162400,2025-08-29
HSTM,"Healthstream Inc",28.08,0,0.00%,28.16,28.21,28,151700,2025-08-29
HTB,"Hometrust Bancshares Inc",41.36,-0.07,-0.17%,41.64,41.715,41.05,26600,2025-08-29
HTBK,"Heritage Commerce",10.33,-0.03,-0.29%,10.4,10.45,10.3,335700,2025-08-29
HTH,"Hilltop Holdings Inc",35.08,-0.12,-0.34%,35.38,35.63,35.05,637400,2025-08-29
HTLD,"Heartland Express",8.59,0.01,+0.12%,8.61,8.66,8.55,355400,2025-08-29
HTO,"H2O America",50.37,0.46,+0.92%,49.91,50.66,49.91,367000,2025-08-29
HTZ,"Hertz Global Holdings Inc",5.73,0,0.00%,5.71,5.91,5.66,4274500,2025-08-29
HUBG,"Hub Group Inc A",37.42,0.11,+0.29%,37.47,37.78,37.01,722800,2025-08-29
HUMA,"Humacyte Inc",1.55,-0.03,-1.90%,1.61,1.62,1.5,2436500,2025-08-29
HURA,"Tuhura Biosciences Inc",2.7,-0.11,-3.91%,2.81,2.82,2.69,220400,2025-08-29
HURN,"Huron Consulting",136.96,1.62,+1.20%,135.29,137.71,135.29,192700,2025-08-29
HUT,"Hut 8 Corp",26.73,0.22,+0.83%,26.41,27.08,26.05,4096700,2025-08-29
HVT,"Haverty Furniture Companies",22.55,0.030000000000001,+0.13%,22.61,22.64,22.3316,110200,2025-08-29
HWBK,"Hawthorn Bancshares",33.43,0.08,+0.24%,33.43,33.67,33.21,4100,2025-08-29
HWC,"Hancock Whitney Corp",62.92,-0.2,-0.32%,63.32,63.67,62.81,421200,2025-08-29
HWKN,"Hawkins Inc",167.33,-2.49,-1.47%,170.76,170.76,166.18,95700,2025-08-29
HY,"Hyster-Yale Inc",37.5,-0.59,-1.55%,38.12,38.21,37.25,72000,2025-08-29
HYLN,"Hyliion Hldg Corp Cl A",1.68,-0.04,-2.33%,1.73,1.74,1.64,753200,2025-08-29
HZO,"Marinemax Inc",26.35,-0.86,-3.16%,27.57,27.57,26.31,242700,2025-08-29
IART,"Integra Lifesciences",15.13,0.29,+1.95%,14.9,15.42,14.82,1189400,2025-08-29
IAS,"Integral Ad Science Holding Corp",8.99,-0.15,-1.64%,9.11,9.14,8.9,765300,2025-08-29
IBCP,"Independent Bank Corp",32.89,-0.08,-0.24%,33.06,33.27,32.86,163700,2025-08-29
IBEX,"Ibex Ltd",29.53,0,0.00%,29.67,29.92,29.36,103400,2025-08-29
IBOC,"Intl Bancshares",71.54,-0.19,-0.26%,71.79,72.17,71.33,261700,2025-08-29
IBP,"Installed Building Products",261.82,-1.57,-0.60%,264.06,264.06,259.16,244900,2025-08-29
IBRX,"Immunitybio Inc",2.34,0.01,+0.43%,2.34,2.4,2.29,5643500,2025-08-29
IBTA,"Ibotta Inc Cl A",26.94,1.47,+5.77%,25.49,26.97,25.49,422700,2025-08-29
ICFI,"Icf International",98.22,-0.24,-0.24%,98.87,99.6,97.86,72800,2025-08-29
ICHR,"Ichor Holdings Ltd",16.85,-0.73,-4.15%,17.39,17.41,16.43,775600,2025-08-29
ICUI,"I C U Medical Inc",127.66,0.62,+0.49%,127.38,127.96,125.13,229400,2025-08-29
IDCC,"Interdigital Inc",271.71,-1.8,-0.66%,273.12,275,268.32,400100,2025-08-29
IDR,"Idaho Strategic Resources",28.14,0.23,+0.82%,28.5,28.89,27.2,600400,2025-08-29
IDT,"IDT Corp",64.07,-0.7,-1.08%,64.72,65.03,63.795,176600,2025-08-29
IDYA,"Ideaya Biosciences Inc",24.55,-0.38,-1.52%,25,25.15,24.04,632800,2025-08-29
IE,"Ivanhoe Electric Inc",8.92,0.029999999999999,+0.34%,8.81,9.02,8.73,872500,2025-08-29
IESC,"Ies Holdings",349.31,-13.02,-3.59%,359.59,364,344.43,188200,2025-08-29
IHRT,"Iheartmedia Inc",2.13,-0.08,-3.62%,2.22,2.23,2.1,308200,2025-08-29
III,"Information Svcs Group",5.17,0.05,+0.98%,5.12,5.19,5.08,161700,2025-08-29
IIIN,"Insteel Industries",38.38,-0.27,-0.70%,38.98,38.98,38.09,73900,2025-08-29
IIIV,"I3 Verticals Inc Cl A",31.45,0.07,+0.22%,31.37,32,31.29,206900,2025-08-29
IIPR,"Innovative Industrial Properties",56.66,0.36,+0.64%,56.26,56.67,55.62,238200,2025-08-29
IKT,"Inhibikase Therapeutics Inc",1.8,-0.04,-2.17%,1.85,1.85,1.78,71000,2025-08-29
ILLR,"Triller Group Inc",0.4885,0.0126,+2.65%,0.4958,0.4958,0.4653,270100,2025-08-29
ILPT,"Industrial Logistics Properties Trust",6.16,0.12,+1.99%,6.09,6.32,5.97,647700,2025-08-29
IMAX,"Imax Corp",28.56,-0.16,-0.56%,28.58,28.85,28.14,1024900,2025-08-29
IMKTA,"Ingles Markets Inc",67.69,0.07,+0.10%,67.64,68.66,67.52,113400,2025-08-29
IMMR,"Immersion Corp",7.06,0.05,+0.71%,7.01,7.09,6.99,269800,2025-08-29
IMNM,"Immunome Inc",9.51,-0.39,-3.94%,9.89,9.99,9.41,684000,2025-08-29
IMVT,"Immunovant Inc",14.69,-0.13,-0.88%,14.82,14.93,14.47,805600,2025-08-29
IMXI,"International Money Express Inc",14.5,0,0.00%,14.51,14.55,14.44,248400,2025-08-29
INBK,"First Internet Bcp",25.11,-0.18,-0.69%,25.38,25.88,25.06,20800,2025-08-29
INBX,"Inhibrx Biosciences Inc",28.2,0.32,+1.15%,27.95,28.29,27.59,77000,2025-08-29
INDB,"Independent Bk Corp",71.51,-0.18,-0.25%,71.83,72.35,71.43,210700,2025-08-29
INDI,"Indie Semiconductor Cl A",4.53,-0.19,-4.03%,4.69,4.76,4.49,3020400,2025-08-29
INDV,"Indivior Plc",24.28,0.4,+1.68%,23.89,24.3,23.59,1740800,2025-08-29
INGN,"Inogen Inc",7.99,0.03,+0.38%,8.01,8.04,7.8,167300,2025-08-29
INMB,"Inmune Bio Inc",2.03,-0.06,-2.87%,2.08,2.09,2.03,541300,2025-08-29
INN,"Summit Hotel Properties",5.48,0.04,+0.74%,5.43,5.485,5.355,694000,2025-08-29
INNV,"Innovage Holding Corp",3.83,0,0.00%,3.88,3.94,3.7,9900,2025-08-29
INOD,"Innodata Inc",37.98,-1.53,-3.87%,39.42,39.51,37.64,1319000,2025-08-29
INR,"Infinity Natural Resources Inc Cl A",14.9,0.1,+0.68%,14.78,15.13,14.77,300500,2025-08-29
INSE,"Inspired Entertainment Inc",9.3,-0.43,-4.42%,9.65,9.91,9.22,89900,2025-08-29
INSG,"Inseego Corp",12.33,0.05,+0.41%,12.12,12.57,11.88,202100,2025-08-29
INSW,"International Seaways Inc",45.42,0.19,+0.42%,45.31,45.52,44.48,715100,2025-08-29
INTA,"Intapp Inc",45.99,-0.43,-0.93%,46.48,46.74,45.59,621600,2025-08-29
INVA,"Innoviva Inc",20.43,0.4,+2.00%,20.03,20.48,19.87,650800,2025-08-29
INVX,"Innovex International Inc",17.26,0.030000000000001,+0.17%,17.28,17.38,17.06,259300,2025-08-29
IONQ,"Ionq Inc",42.74,-0.56,-1.29%,42.55,43.27,41.81,11540500,2025-08-29
IOSP,"Innospec Inc",87.59,0,0.00%,88,88.62,87.3,124700,2025-08-29
IOVA,"Iovance Biotherapeutics Inc",2.23,0,0.00%,2.23,2.26,2.18,7044100,2025-08-29
IPAR,"Interparfums Inc",114.94,-1.59,-1.36%,116.43,117.22,114.46,128200,2025-08-29
IPI,"Intrepid Potash Inc",30.43,-1.25,-3.95%,31.56,31.59,30.09,146500,2025-08-29
IRMD,"Iradimed Corp",72.44,-0.58,-0.79%,73.42,73.42,71.5,23700,2025-08-29
IRON,"Disc Medicine Inc",59.65,-0.01,-0.03%,59.85,60.68,59.14,214700,2025-08-29
IRT,"Independence Realty Trust Inc",18.11,0.24,+1.34%,17.86,18.12,17.83,2085500,2025-08-29
IRTC,"Irhythm Technologies Inc",169.98,-1.49,-0.87%,172.4,172.4,168.95,193600,2025-08-29
IRWD,"Ironwood Pharmaceuti",1.32,0,0.00%,1.32,1.3384,1.3,548500,2025-08-29
ISPR,"Ispire Technology Inc",3.18,-0.06,-1.85%,3.28,3.84,2.94,271900,2025-08-29
ISTR,"Investar Holding",23.44,-0.17,-0.72%,23.6,23.61,23.33,35000,2025-08-29
ITGR,"Integer Holdings Corp",107.87,0.49000000000001,+0.46%,107.29,108.11,106.72,166000,2025-08-29
ITIC,"Investors Title Company",248.26,2.12,+0.86%,247.45,249.2,246.7,17900,2025-08-29
ITOS,"Iteos Therapeutics Inc",10.15,0.02,+0.20%,10.14,10.17,10.14,11006800,2025-08-29
ITRI,"Itron Inc",122.94,-0.54,-0.44%,124.17,124.17,121.14,650600,2025-08-29
IVR,"Invesco Mortgage Capital Inc",7.82,0.06,+0.77%,7.77,7.83,7.75,1266300,2025-08-29
IVT,"Inventrust Pptys Corp",29.77,-0.02,-0.07%,29.87,30.025,29.545,398800,2025-08-29
JACK,"Jack IN The Box Inc",19.3,0.56,+2.99%,18.84,19.56,18.77,702700,2025-08-29
JAKK,"Jakks Pacific Inc",17.77,-0.35,-1.93%,17.86,17.95,17.66,52400,2025-08-29
JAMF,"Jamf Holding Corp",9.32,0.05,+0.54%,9.25,9.36,9.2,1173400,2025-08-29
JANX,"Janux Therapeutics Inc",22.72,-0.33,-1.43%,23.1,23.63,22.46,456300,2025-08-29
JBGS,"Jbg Smith Properties",21.44,0.25,+1.18%,21.21,21.45,20.99,678700,2025-08-29
JBI,"Janus International Group Inc",10.35,-0.06,-0.58%,10.45,10.4822,10.265,498200,2025-08-29
JBIO,"Jade Biosciences Inc",7.9,-0.18,-2.23%,8.12,8.12,7.79,47900,2025-08-29
JBLU,"Jetblue Airways Corp",5.35,0.12,+2.29%,5.22,5.36,5.19,8893000,2025-08-29
JBSS,"John B Sanfilippo",64.9,0.31,+0.48%,64.59,65.15,64.52,73300,2025-08-29
JBTM,"Jbt Marel Corporation",143.29,-0.77,-0.53%,144.7,144.7,142.25,273500,2025-08-29
JELD,"Jeld-Wen Holding Inc",6.39,0.34,+5.62%,6.15,6.415,6.02,4123500,2025-08-29
JILL,"J. Jill Inc",16.76,-0.3,-1.76%,17.14,17.54,16.56,78200,2025-08-29
JJSF,"J J Snack Foods",111.57,-0.09,-0.08%,111.41,112.78,111.41,91800,2025-08-29
JMSB,"John Marshall Bk Fal",19.81,-0.18,-0.90%,20.01,20.1,19.8,6800,2025-08-29
JOBY,"Joby Aviation Inc",14.15,-0.12,-0.84%,14.32,14.3698,13.66,26103800,2025-08-29
JOE,"St. Joe Company",50.46,-0.2,-0.39%,50.68,50.895,50.3524,164100,2025-08-29
JOUT,"Johnson Outdoors",40.32,-0.26,-0.64%,40.58,40.82,39.71,46700,2025-08-29
JRVR,"James River Gp HD",5.62,0,0.00%,5.59,5.72,5.55,303200,2025-08-29
JXN,"Jackson Financial Inc Cl A",98.8,0.56,+0.57%,98.54,99.5,98.245,395800,2025-08-29
JYNT,"The Joint Corp",10.74,0.07,+0.66%,10.7,10.76,10.6,49800,2025-08-29
KAI,"Kadant Inc",323.28,-6.91,-2.09%,328.96,330.1,322.53,91200,2025-08-29
KALU,"Kaiser Aluminum",77.87,-0.63,-0.80%,78.5,78.71,77.53,64000,2025-08-29
KALV,"Kalvista Pharmaceuticals Inc",13.46,-0.05,-0.37%,13.5,13.78,13.23,436400,2025-08-29
KAR,"Openlane Inc",28.92,0.010000000000002,+0.03%,28.96,29.02,28.68,864700,2025-08-29
KBH,"KB Home",63.55,0.099999999999994,+0.16%,63.5,63.8525,62.87,666100,2025-08-29
KE,"Kimball Electrnc",28.87,0.01,+0.03%,28.8,29.01,28.61,187300,2025-08-29
KELYA,"Kelly Svcs Cl A",14.23,0.13,+0.92%,14.09,14.41,14.09,174200,2025-08-29
KFRC,"Kforce Inc",32.6,0.079999999999998,+0.25%,32.83,33.03,32.42,246200,2025-08-29
KFS,"Kingsway Financial Services",14.35,-0.12,-0.83%,14.5,14.5,14.28,43200,2025-08-29
KFY,"Korn/Ferry International",74.14,-0.73,-0.98%,75,75.75,74.03,335500,2025-08-29
KG,"Kestrel Group Ltd",26.95,-0.59,-2.14%,27.64,27.74,26,9200,2025-08-29
KGEI,"Kolibri Global Energy Inc",5.64,0.01,+0.18%,5.65,5.65,5.55,39500,2025-08-29
KGS,"Kodiak Gas Services Inc",35.79,-0.15,-0.42%,36.1,36.25,35.69,716300,2025-08-29
KIDS,"Orthopediatrics Corp",21.36,-0.08,-0.37%,21.44,21.56,20.94,89500,2025-08-29
KINS,"Kingstone Cos Inc",13.46,-0.22,-1.61%,13.75,13.75,13.35,115400,2025-08-29
KLC,"Kindercare Learning Companies Inc",7.19,0.050000000000001,+0.70%,7.14,7.26,7.09,466100,2025-08-29
KLG,"Wk Kellogg CO",22.92,0.065000000000001,+0.28%,22.96,23.03,22.89,1341800,2025-08-29
KLIC,"Kulicke and Soffa",37.5,-0.3,-0.79%,37.47,37.93,37.08,610300,2025-08-29
KLTR,"Kaltura Inc",1.59,-0.02,-1.24%,1.6,1.67,1.58,227200,2025-08-29
KMT,"Kennametal Inc",21.43,-0.24,-1.11%,21.64,21.75,21.3,755800,2025-08-29
KMTS,"Kestra Medical Technologies Ltd",16.14,-1.57,-8.87%,17.88,18.24,15.98,296000,2025-08-29
KN,"Knowles Corp",21.35,-0.37,-1.70%,21.72,21.72,21.25,398800,2025-08-29
KNF,"Knife River Holding CO",81,0.11,+0.14%,80.96,82.33,80.4175,795600,2025-08-29
KNTK,"Kinetik Holdings Inc",41.83,-0.94,-2.20%,42.65,42.965,41.44,7594600,2025-08-29
KOD,"Kodiak Sciences Inc",9.04,0.07,+0.78%,9,9.08,8.64,607700,2025-08-29
KODK,"Eastman Kodak",5.9,0.11,+1.90%,5.79,5.99,5.745,1116400,2025-08-29
KOP,"Koppers Holdings Inc",28.98,0.050000000000001,+0.17%,29.04,29.16,28.645,135600,2025-08-29
KOPN,"Kopin Corp",2.1,-0.08,-3.67%,2.19,2.19,2.06,2021100,2025-08-29
KOS,"Kosmos Energy Ltd",1.79,-0.04,-2.19%,1.83,1.86,1.78,4469100,2025-08-29
KREF,"KKR Real Estate Finance Trust Inc",9.63,0.13,+1.37%,9.5,9.64,9.48,353700,2025-08-29
KRG,"Kite Realty Group Trust",22.82,0.23,+1.02%,22.65,22.84,22.45,1980900,2025-08-29
KRMD,"Koru Medical Systems Inc",4.22,-0.01,-0.24%,4.24,4.27,4.18,89900,2025-08-29
KRNY,"Kearny Financial",6.75,0.17,+2.58%,6.6,6.88,6.6,568400,2025-08-29
KRO,"Kronos Worldwide Inc",6.38,0.2,+3.24%,6.21,6.4928,6.21,374400,2025-08-29
KROS,"Keros Therapeutics Inc",15.21,-0.04,-0.26%,15.33,15.38,14.98,586000,2025-08-29
KRRO,"Korro Bio Inc",23.08,-0.59,-2.49%,23.8,24.69,22.68,189900,2025-08-29
KRT,"Karat Packaging Inc",25.28,-0.36,-1.40%,25.45,25.52,25.13,47300,2025-08-29
KRUS,"Kura Sushi USA Inc Cl A",84.81,1.75,+2.10%,82.87,85,81.33,186800,2025-08-29
KRYS,"Krystal Biotech Inc",147.7,-3.06,-2.03%,150.8,151.13,147.56,257800,2025-08-29
KSS,"Kohl's Corp",15.06,-0.31,-2.02%,15.37,15.66,15.06,5707000,2025-08-29
KTB,"Kontoor Brands Inc",77.25,0.52,+0.68%,76.67,77.5,76.19,909900,2025-08-29
KTOS,"Kratos Defns",65.84,-2.67,-3.90%,68.49,68.49,65.64,2395800,2025-08-29
KULR,"Kulr Technology Group Inc",4.7,-0.16,-3.29%,4.86,4.86,4.67,1032300,2025-08-29
KURA,"Kura Oncology",7.9,-0.17,-2.11%,8.13,8.15,7.65,1676300,2025-08-29
KW,"Kennedy-Wilson Holdings Inc",8.8,0.010000000000002,+0.11%,8.82,8.835,8.69,714600,2025-08-29
KWR,"Quaker Chemical Corp",145.07,-0.29,-0.20%,146.09,146.59,143.83,219500,2025-08-29
KYMR,"Kymera Therapeutics Inc",41.2,-0.55,-1.32%,41.85,42.35,40.99,596200,2025-08-29
LAB,"Standard Biotools Inc",1.26,-0.03,-2.33%,1.31,1.31,1.24,583500,2025-08-29
"Downloaded from Barchart.com as of 08-30-2025 08:56am CDT"
